번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자
812,완두콩의 비밀,오가와 이토 지음;이지수 옮김,더블북,2023,9.7912E+12,,0,,834,1,0,2023-03-21
813,여자아이 기억,아니 에르노 지음;백수린 옮김,레모,2022,9.79119E+12,,0,,863,1,0,2023-03-21
814,오늘은 네가 꽃,나태주 지음;신선미 그림,머메이드,2023,9.7912E+12,,0,,811.6,1,0,2023-03-21
815,열한 번의 계절을 지나,아오야마 미나미 [지음];최윤영 옮김,바이포엠 스튜디오,2022,9.79119E+12,,0,,833.6,1,0,2023-03-21
816,어떤 고독은 외롭지 않다,재커리 시거 엮음;박산호 옮김,인플루엔셜,2022,9.79117E+12,,0,,809,1,0,2023-03-21
817,펀자이씨툰,엄유진 글·그림,문학동네,2022,9.78895E+12,,0,1,818,1,0,2023-03-21
818,야생의 심장 가까이,클라리시 리스펙토르 지음;민승남 옮김,을유문화사,2022,9.78893E+12,,0,,879,1,0,2023-03-21
819,야생 붓꽃,루이즈 글릭 지음;정은귀 옮김,시공사,2022,9.79117E+12,,0,,841,1,0,2023-03-21
820,안락 탐정,고바야시 야스미 지음;주자덕 옮김,아프로스미디어,2023,9.79119E+12,,0,,833.6,1,0,2023-03-21
821,슬픔의 방문,장일호 지음,낮은산,2022,9.79116E+12,,0,,818,1,0,2023-03-21
822,아이스,애나 캐번 지음;박소현 옮김,민음사,2023,9.78894E+12,,0,,843.6,1,0,2023-03-21
823,"아무튼, 현수동",장강명 지음,위고,2023,9.79119E+12,,0,,818,1,0,2023-03-21
824,"아무튼, 잠",정희재 지음,제철소,2022,9.79119E+12,,0,,818,1,0,2023-03-21
825,아무도 지켜보지 않지만 모두가 공연을 한다,비비언 고닉 지음;서제인 옮김,바다출판사,2022,9.79117E+12,,0,,848,1,0,2023-03-21
826,아무도 빌려주지 않는 인생책,가우르 고팔 다스 지음;이나무 옮김,수오서재,2023,9.79119E+12,,0,,199.1,1,0,2023-03-21
827,심연 속의 나,도나토 카리시 지음;이승재 옮김,검은숲,2023,9.79117E+12,,0,,883,1,0,2023-03-21
828,심령들이 잠들지 않는 그곳에서,조나탕 베르베르 지음;정혜용 옮김,열린책들,2023,9.78893E+12,,0,,863,1,0,2023-03-21
829,시어머니 유품정리,가키야 미우 지음;강성욱 옮김,문예춘추사,2022,9.78898E+12,,0,,833.6,1,0,2023-03-21
830,시간은 되돌릴 수 없고 인생은 한번뿐,글배우 지음,강한별,2022,9.79119E+12,,0,,818,1,0,2023-03-21
831,스토리텔링 작법의 비밀,김윤정 [외]공저,나무자전거,2022,9.789E+12,,1,,802.2,1,0,2023-03-21
832,수확자,닐 셔스터먼 지음;이수현 옮김,열린책들,2023,9.78893E+12,,0,,843.6,1,0,2023-03-21
833,수호자들,존 그리샴 지음;남명성 옮김,하빌리스,2023,9.79117E+12,,0,,843.6,1,0,2023-03-21
834,소설가라는 이상한 직업,장강명 지음,유유히,2023,9.7912E+12,,0,,818,1,0,2023-03-21
835,선량하고 무해한 휴일 저녁의 그들,김이정 [외]지음,(주식회사 도서출판)강,2023,9.78898E+12,,0,,813.7,1,0,2023-03-21
836,서쪽 바람,메리 올리버 지음;민승남 옮김,마음산책,2023,9.78896E+12,,0,,841,1,0,2023-03-21
837,"서울, 카타콤",이봄 지음,위즈덤하우스,2023,9.79117E+12,,0,,813.7,1,0,2023-03-21
838,새의 선물,은희경 지음,문학동네,2022,9.78895E+12,,0,,813.6,1,0,2023-03-21
839,부엉이의 불길한 말,루쉰 지음;성민엽 옮김,문학과지성사,2022,9.78893E+12,,0,,821.7,1,0,2023-03-21
840,상대적이며 절대적인 고양이 백과사전,베르나르 베르베르 지음;전미연 옮김,열린책들,2022,9.78893E+12,,0,,527.386,1,0,2023-03-21
841,"사실은, 단 한 사람이면 되었다",정해연 지음,텔레포터,2023,9.78896E+12,,0,,813.7,1,0,2023-03-21
842,사소한 것들이 신경 쓰입니다,마스다 미리 지음;권남희 옮김,㈜소미미디어,2023,9.79114E+12,,0,,838,1,0,2023-03-21
843,사랑하는 소년이 얼음 밑에 살아서,한정원 지음,시간의흐름,2023,9.79119E+12,,0,,811.7,1,0,2023-03-21
844,사랑의 책,프랜시스 스콧 피츠제럴드 외 지음;하창수 외 옮김,현대문학,2022,9.79117E+12,,0,,808.3,1,0,2023-03-21
845,사랑을 말할 때 우리가 이야기하는 것,레이먼드 카버 지음;정영문 옮김,문학동네,2022,9.78895E+12,,0,,843.6,1,0,2023-03-21
846,사랑은 무한대이외다,김명순 지음;박소란 엮음,핀드,2023,9.7912E+12,,0,,814.7,1,0,2023-03-21
847,본심,히라노 게이치로 지음;양윤옥 옮김,현대문학,2023,9.79117E+12,,0,,833.6,1,0,2023-03-21
848,배우와 배우가,김신록 지음,안온북스,2023,9.79119E+12,,0,,681.604,1,0,2023-03-21
849,배니시드,김도윤 지음,팩토리나인,2023,9.79117E+12,,0,,813.7,1,0,2023-03-21
850,방주,유키 하루오 지음;김은모 옮김,블루홀식스(블루홀6),2023,9.79119E+12,,0,,833.6,1,0,2023-03-21
851,바바야가의 밤,오타니 아키라 지음;이규원 옮김,북스피어,2022,9.79119E+12,,0,,833.6,1,0,2023-03-21
852,믿음의 개는 시간을 저버리지 않으며,박솔뫼 지음,스위밍꿀,2022,9.7912E+12,,0,,813.7,1,0,2023-03-21
853,문학이 필요한 시간,정여울 지음;이승원 사진,한겨레엔,2023,9.79116E+12,,0,,814.7,1,0,2023-03-21
854,묵향,전동조 지음,스카이미디어,2022,9.79113E+12,9.78899E+12,0,37,813.7,1,0,2023-03-21
855,무어의 마지막 한숨,살만 루슈디 지음;김진준 옮김,문학동네,2023,9.78895E+12,,0,,843.5,1,0,2023-03-21
856,리빙스턴 씨의 달빛서점,모니카 구티에레스 아르테로 지음;박세형 옮김,문학동네,2022,9.78895E+12,,0,,873,1,0,2023-03-21
857,무미건조한 오트밀에 레몬식초 2큰술을 더한 하루,타라 미치코 지음;김지혜 옮김,더난출판사,2023,9.7912E+12,,0,,838,1,0,2023-03-21
858,목요일의 작가들,윤성희 지음,궁리,2023,9.78896E+12,,0,,802,1,0,2023-03-21
859,메이드,니타 프로스 지음;노진선 옮김,마시멜로,2023,9.78895E+12,,0,,843.6,1,0,2023-03-21
860,마음에 없는 소리,김지연 지음,문학동네,2022,9.78895E+12,,0,,813.7,1,0,2023-03-21
861,말과 꿈,양선형 지음,자음과모음,2023,9.78895E+12,,0,,813.7,1,0,2023-03-21
862,만지고 싶은 기분,요조 지음,마음산책,2023,9.78896E+12,,0,,818,1,0,2023-03-21
863,루팡의 딸,요코제키 다이 지음;권하영 옮김,북플라자,2022,9.79119E+12,,0,5,833.6,1,0,2023-03-21
864,랑과 나의 사막,천선란 지음,H(현대문학),2022,9.79117E+12,,0,,813.7,1,0,2023-03-21
865,뜨개는 우리를 들뜨게 하지,바나 지음,브레인스토어,2023,9.79117E+12,,0,,818,1,0,2023-03-21
866,대나무 숲 양조장집,도다 준코 지음;이정민 옮김,㈜소미미디어,2023,9.79114E+12,,0,,833.6,1,0,2023-03-21
867,달력 뒤에 쓴 유서,민병훈 지음,민음사,2023,9.78894E+12,,0,,813.7,1,0,2023-03-21
868,달 드링크 서점,서동원 지음,문학수첩,2022,9.79119E+12,,0,,813.7,1,0,2023-03-21
869,다피 다운 딜리,서지현 지음,씨엘비북스(CLB BOOKS),2023,9.79117E+12,,0,,813.7,1,0,2023-03-21
870,다정함은 덤이에요,봉부아 지음,자상한시간,2023,9.7912E+12,,0,,818,1,0,2023-03-21
871,김유정 문학상 수상작품집,구병모 [외]지음,강,2022,9.78898E+12,,0,16,813.7082,1,0,2023-03-21
872,누가 이 침대를 쓰고 있었든,레이먼드 카버 지음;정영목 옮김,문학동네,2022,9.78895E+12,,0,,843.6,1,0,2023-03-21
873,노비스 탐정 길은목,김아직 지음,몽실북스,2023,9.79119E+12,,0,,813.7,1,0,2023-03-21
874,내 것이 아닌 잘못,아사쿠라 아키나리 지음;문지원 옮김,블루홀식스(블루홀6),2023,9.79119E+12,,0,,833.6,1,0,2023-03-21
875,내 눈물이 너를 베리라,S. A. 코스비 지음;박영인 옮김,네버모어,2022,9.79119E+12,,0,,843.6,1,0,2023-03-21
876,너의 하루가 따숩길 바라,고은지 지음,북라이프,2022,9.79119E+12,,0,,818,1,0,2023-03-21
877,너의 안부,성현주 지음,Mons(몽스북),2022,9.79119E+12,,0,,814.7,1,0,2023-03-21
878,너에게 전화가 왔다,원태연 지음,은행나무,2022,9.79117E+12,,0,,811.7,1,0,2023-03-21
879,나의 아름다운 날들,정지아 지음,은행나무,2023,9.79117E+12,,0,,813.7,1,0,2023-03-21
880,나는 좌절의 스페셜리스트입니다,백혜선 지음,다산북스,2023,9.79113E+12,,0,,818,1,0,2023-03-21
881,나는 나를 파괴할 권리가 있다,김영하 지음,복복서가,2022,9.79119E+12,,0,,813.7,1,0,2023-03-21
882,끈기의 말들,강민선 지음,유유,2023,9.79117E+12,,0,,818,1,0,2023-03-21
883,급류,정대건 지음,민음사,2022,9.78894E+12,,0,,813.7,1,0,2023-03-21
884,그림자와 새벽,윤경희 지음,시간의흐름,2022,9.79119E+12,,0,,818,1,0,2023-03-21
885,그대 늙어가는 것이 아니라 익어가는 것이다,오평선 지음,포레스트북스,2022,9.79119E+12,,0,,818,1,0,2023-03-21
886,사춘기를 위한 어휘력 수업,오승현 지음,생각학교,2022,9.79119E+12,,4,,714,1,0,2023-03-21
887,한자 줍기,최다정 지음,아침달,2023,9.79119E+12,,0,,711.4,1,0,2023-03-21
888,하루 한문 공부,임자헌 지음,유유,2023,9.79117E+12,,0,,711.47,1,0,2023-03-21
889,재미있어야 영어가 들린다,한지웅 지음,느리게걷다,2022,9.7912E+12,,1,,747,1,0,2023-03-21
890,(우리말 어원의) 일본어 단어,한창화 지음,좋은땅,2022,9.79114E+12,,0,,734,1,0,2023-03-21
891,영어의 마음을 읽는 법,김성우 지음,생각의힘,2022,9.79119E+12,,0,,701,1,0,2023-03-21
892,영어 발음 향상 훈련,"케빈 강,해나 변 [공]지음",사람in,2022,9.78896E+12,,1,,747.5,1,0,2023-03-21
893,어른의 한자력,신동욱 지음,포르체,2022,9.79119E+12,,0,,711.4,1,0,2023-03-21
894,맞춤법하고 싶은 맞춤법,"신승용,안윤주 [공]지음",역락,2022,9.79117E+12,,0,,711.25,1,0,2023-03-21
895,센스 있는 영어 표현,에디 리 지음,넥서스,2022,9.79117E+12,,1,,747,1,0,2023-03-21
896,말의 트렌드,정유라 지음,인플루엔셜,2022,9.79117E+12,,0,,710,1,0,2023-03-21
897,나는 영어가 재미있다,이선미 지음,북앤미디어 디엔터,2022,9.7912E+12,,0,,740.7,1,0,2023-03-21
898,그림으로 배우는 기초 스페인어,조경호 글·그림,Orbita,2022,9.7912E+12,,0,,770,1,0,2023-03-21
899,케이팝의 시간,태양비 지음,지노,2023,9.79119E+12,,0,,673.511,1,0,2023-03-21
900,쫌 이상한 체육 시간,최진환 지음,창비교육,2022,9.79117E+12,,4,,692,1,0,2023-03-21
